"game_id","round","player","player_team","list","faction","opponent","TP","CP","VP","victory_condition","scenario","year"
"673","6","Niko Ranta","Team Finland White","Deneghra2","Cryx","Benjamin Kierkegaard","0","0","0","Caster Kill","Fire Support","2015"
"673","5","Nuno Sequeira","Team Portugal Prime","Goreshade3","Cryx","Petr Cermak","1","0","37","Caster Kill","Close Quarters","2014"
"673","5","Petr Cermak","Team Czech Republic","Saeryn","Legion of Everblight","Nuno Sequeira","0","0","10","Caster Kill","Close Quarters","2014"
"674","5","Joao Morais","Team Portugal Prime","Hexeris","Skorne","Josef Skládanka","1","3","46","Caster Kill","Close Quarters","2014"
"674","5","Josef Skládanka","Team Czech Republic","Siege","Cygnar","Joao Morais","0","0","11","Caster Kill","Close Quarters","2014"
"674","6","Samu Järvinen","Team Finland White","Bradigus","Circle Orboros","Stephan Germark","1","0","43","Caster Kill","Fire Support","2015"
"674","6","Stephan Germark","Team Denmark White","Haley2","Cygnar","Samu Järvinen","0","0","20","Caster Kill","Fire Support","2015"
"675","5","Daniel Bogdanoski","Team Czech Republic","Butcher3","Khador","Paulo Morais","1","0","32","Caster Kill","Close Quarters","2014"
"675","5","Paulo Morais","Team Portugal Prime","Kreoss3","Protectorate of Menoth","Daniel Bogdanoski","0","0","7","Caster Kill","Close Quarters","2014"
"675","6","Peter Cornelious Dyhre­Poulsen","Team Denmark White","Aurora","Convergence of Cyriss","Sami Suikki","1","5","50","Scenario","Fire Support","2015"
"675","6","Sami Suikki","Team Finland White","Asphyxious2","Cryx","Peter Cornelious Dyhre­Poulsen","0","4","45","Scenario","Fire Support","2015"
"676","5","Alessandro Montagnani","Team Italy Blue","Grissel2","Trollblood","Peter Rodler","1","3","32","Deathclock","Close Quarters","2014"
"676","6","Andrzej Kasiewicz","Team Poland Grunts","Skarre","Cryx","Marc Forsmark Nielsen ","0","1","24","Caster Kill","Fire Support","2015"
"676","6","Marc Forsmark Nielsen ","Team Denmark Red","Vayl2","Legion of Everblight","Andrzej Kasiewicz","1","0","28","Caster Kill","Fire Support","2015"
"676","5","Peter Rodler","Team Denmark Red","Doomshaper","Trollblood","Alessandro Montagnani","0","3","35","Deathclock","Close Quarters","2014"
"677","5","Carlo Piccinini","Team Italy Blue","Haley2","Cygnar","Peter Bom Jensen","0","0","15","Deathclock","Close Quarters","2014"
"677","6","Krzysztof Hawryszczuk","Team Poland Grunts","Severius","Protectorate of Menoth","Soren Lister ","1","5","25","Scenario","Fire Support","2015"
"677","5","Peter Bom Jensen","Team Denmark Red","Haley2","Cygnar","Carlo Piccinini","1","0","14","Deathclock","Close Quarters","2014"
"677","6","Soren Lister ","Team Denmark Red","Haley2","Cygnar","Krzysztof Hawryszczuk","0","0","0","Scenario","Fire Support","2015"
"678","5","Federico Ingrosso","Team Italy Blue","Lucant","Convergence of Cyriss","Søren Husum","0","0","32","Deathclock","Close Quarters","2014"
"678","6","Sebastian Kaas Petersen","Team Denmark Red","Deneghra2","Cryx","Tomasz Tutaj","0","0","1","Caster Kill","Fire Support","2015"
"678","5","Søren Husum","Team Denmark Red","Vyros2","Retribution of Scyrah","Federico Ingrosso","1","5","20","Deathclock","Close Quarters","2014"
"678","6","Tomasz Tutaj","Team Poland Grunts","High Reclaimer","Protectorate of Menoth","Sebastian Kaas Petersen","1","0","35","Caster Kill","Fire Support","2015"
"679","6","Gil Surepi","Team Denmark Red","Butcher3","Khador","Michal Nakonieczny","1","1","56","Caster Kill","Fire Support","2015"
"679","5","Magnus Aagaard-Nielsen","Team Denmark Red","Kreoss3","Protectorate of Menoth","Marco Elitropi","0","0","14","Scenario","Close Quarters","2014"
"679","5","Marco Elitropi","Team Italy Blue","Harbinger","Protectorate of Menoth","Magnus Aagaard-Nielsen","1","5","35","Scenario","Close Quarters","2014"
"679","6","Michal Nakonieczny","Team Poland Grunts","Vayl","Legion of Everblight","Gil Surepi","0","0","19","Caster Kill","Fire Support","2015"
"680","5","Emiliano Traversi","Team Italy Blue","Vayl2","Legion of Everblight","Søren Kongsgaard","0","2","21","Caster Kill","Close Quarters","2014"
"680","6","Konrad Królicki","Team Poland Grunts","Coven","Cryx","Peter Bom Jensen","1","4","43","Caster Kill","Fire Support","2015"
"680","6","Peter Bom Jensen","Team Denmark Red","Krueger2","Circle Orboros","Konrad Królicki","0","0","36","Caster Kill","Fire Support","2015"
"680","5","Søren Kongsgaard","Team Denmark Red","Caine2","Cygnar","Emiliano Traversi","1","0","64","Caster Kill","Close Quarters","2014"
"681","5","John McNeil","Team Canada 2","Kromac","Circle Orboros","Nikolaos Kerazoglou","1","0","13","Caster Kill","Close Quarters","2014"
"681","5","Nikolaos Kerazoglou","Team Greece 2","Goreshade2","Cryx","John McNeil","0","0","30","Caster Kill","Close Quarters","2014"
"682","5","Dimitrios Kasdovasilis","Team Greece 2","Doomshaper","Trollblood","RJ Marchant","1","4","57","Caster Kill","Close Quarters","2014"
"682","5","RJ Marchant","Team Canada 2","Thagrosh","Legion of Everblight","Dimitrios Kasdovasilis","0","0","6","Caster Kill","Close Quarters","2014"
"683","5","Dustin McWhirter","Team Canada 2","Haley2","Cygnar","Panagiotis Ntemiris","1","5","51","Scenario","Close Quarters","2014"
"683","5","Panagiotis Ntemiris","Team Greece 2","Hexeris2","Skorne","Dustin McWhirter","0","3","35","Scenario","Close Quarters","2014"
"684","5","Chandler Davidson","Team Canada 2","High Reclaimer","Protectorate of Menoth","Panagiotis Stathis","1","5","27","Scenario","Close Quarters","2014"
"684","5","Panagiotis Stathis","Team Greece 2","Durgen","Mercenaries","Chandler Davidson","0","2","2","Scenario","Close Quarters","2014"
"685","5","Dimitrios Bozikas","Team Greece 2","Asphyxious2","Cryx","Gerry Hodgson","0","0","9","Caster Kill","Close Quarters","2014"
"685","5","Gerry Hodgson","Team Canada 2","Grissel","Trollblood","Dimitrios Bozikas","1","0","17","Caster Kill","Close Quarters","2014"
"686","6","Christoph Van Der Schoot","Team Belgium Brown","Rask","Minions","Ian Alderdice","1","2","12","Caster Kill","Fire Support","2015"
"686","6","Ian Alderdice","Team Northern Ireland","Bradigus","Circle Orboros","Christoph Van Der Schoot","0","2","12","Caster Kill","Fire Support","2015"
"687","6","Tomas Mennes","Team Belgium Brown","Lylyth2","Legion of Everblight","Tomek Dobros","1","1","49","Caster Kill","Fire Support","2015"
"687","6","Tomek Dobros","Team Northern Ireland","Ossrum","Mercenaries","Tomas Mennes","0","0","20","Caster Kill","Fire Support","2015"
"688","6","Adam Fox","Team Northern Ireland","Barnabas","Minions","Gert Vos","0","1","18","Caster Kill","Fire Support","2015"
"688","6","Gert Vos","Team Belgium Brown","Skarre","Cryx","Adam Fox","1","0","37","Caster Kill","Fire Support","2015"
"689","6","Benoit Van Lee","Team Belgium Brown","Xerxis","Skorne","Mike O’Brien","0","0","19","Caster Kill","Fire Support","2015"
"689","6","Mike O’Brien","Team Northern Ireland","Calandra","Trollblood","Benoit Van Lee","1","1","42","Caster Kill","Fire Support","2015"
"690","6","Mat McGinn","Team Northern Ireland","Skarre","Cryx","Peter Gaublomme","0","0","0","Caster Kill","Fire Support","2015"
"690","6","Peter Gaublomme","Team Belgium Brown","Lucant","Convergence of Cyriss","Mat McGinn","1","0","6","Caster Kill","Fire Support","2015"
"691","6","Damiano Pennini","Team Italy Leonardo","Thexus","Mercenaries","Denis Korzun","0","0","10","Caster Kill","Fire Support","2015"
"691","5","David Hendrikx","Team Netherlands Blue","Kreoss3","Protectorate of Menoth","Gerry Nolan","1","0","16","Caster Kill","Close Quarters","2014"
"691","6","Denis Korzun","Team Sweden Nobel","Madrak2","Trollblood","Damiano Pennini","1","0","39","Caster Kill","Fire Support","2015"
"691","5","Gerry Nolan","Team Ireland Craic","Lylyth2","Legion of Everblight","David Hendrikx","0","0","35","Caster Kill","Close Quarters","2014"
"692","6","Christian Aas","Team Sweden Nobel","Bethayne","Legion of Everblight","Pini Joshua ","1","1","41","Caster Kill","Fire Support","2015"
"692","5","Conor Burnell","Team Ireland Craic","Grim","Trollblood","Sietse Sommeling ","0","2","28","Caster Kill","Close Quarters","2014"
"692","6","Pini Joshua ","Team Italy Leonardo","Harbinger","Protectorate of Menoth","Christian Aas","0","1","11","Caster Kill","Fire Support","2015"
"692","5","Sietse Sommeling ","Team Netherlands Blue","Skarre","Cryx","Conor Burnell","1","0","25","Caster Kill","Close Quarters","2014"
"693","6","Andrea Cesana","Team Italy Leonardo","Butcher2","Khador","Torbjörn Hansson","1","4","57","Caster Kill","Fire Support","2015"
"693","5","Jason Jenson","Team Ireland Craic","Deneghra","Cryx","Niek van Slagmaat","1","0","27","Caster Kill","Close Quarters","2014"
"693","5","Niek van Slagmaat","Team Netherlands Blue","Sorscha","Khador","Jason Jenson","0","0","7","Caster Kill","Close Quarters","2014"
"693","6","Torbjörn Hansson","Team Sweden Nobel","Lylyth2","Legion of Everblight","Andrea Cesana","0","0","50","Caster Kill","Fire Support","2015"
"694","6","Christoffer Wedding","Team Sweden Nobel","Ravyn","Retribution of Scyrah","Pietro Fauché","1","5","61","Deathclock","Fire Support","2015"
"694","5","Freek Punt","Team Netherlands Blue","Asphyxious2","Cryx","Harry Cullen","0","1","38","Deathclock","Close Quarters","2014"
"694","5","Harry Cullen","Team Ireland Craic","Caine2","Cygnar","Freek Punt","1","0","37","Deathclock","Close Quarters","2014"
"694","6","Pietro Fauché","Team Italy Leonardo","Issyria","Retribution of Scyrah","Christoffer Wedding","0","4","31","Deathclock","Fire Support","2015"
"695","5","Anjo Brand","Team Netherlands Blue","Issyria","Retribution of Scyrah","Philip Johnston","0","0","31","Scenario","Close Quarters","2014"
"695","6","Edoardo Rinaldi","Team Italy Leonardo","Haley2","Cygnar","Olov Winroth","0","2","30","Caster Kill","Fire Support","2015"
"695","6","Olov Winroth","Team Sweden Nobel","Sorscha2","Khador","Edoardo Rinaldi","1","0","49","Caster Kill","Fire Support","2015"
"695","5","Philip Johnston","Team Ireland Craic","Deneghra2","Cryx","Anjo Brand","1","5","20","Scenario","Close Quarters","2014"
"696","5","Christopher Davies","Team Australia Gold","Irusk2","Khador","Dirk Pintjens","1","2","51","Caster Kill","Close Quarters","2014"
"696","5","Dirk Pintjens","Belgium Heron Team","Cassius","Circle Orboros","Christopher Davies","0","0","12","Caster Kill","Close Quarters","2014"
"696","6","James Moorhouse","Team Australia Wombat","Krueger2","Circle Orboros","Pauli Lehtoranta","0","2","11","Caster Kill","Fire Support","2015"
"696","6","Pauli Lehtoranta","Team Finland Blue","Deneghra","Cryx","James Moorhouse","1","0","40","Caster Kill","Fire Support","2015"
"697","6","Ben Leeper","Team Australia Wombat","Lylyth2","Legion of Everblight","Henry Hyttinen","1","2","45","Caster Kill","Fire Support","2015"
"697","6","Henry Hyttinen","Team Finland Blue","Harbinger","Protectorate of Menoth","Ben Leeper","0","0","8","Caster Kill","Fire Support","2015"
"697","5","Jeff Traish","Team Australia Gold","Grissel","Trollblood","Klaas Luyckx","1","0","31","Deathclock","Close Quarters","2014"
"697","5","Klaas Luyckx","Belgium Heron Team","Skarre","Cryx","Jeff Traish","0","0","14","Deathclock","Close Quarters","2014"
"698","6","Jaakko Uusitupa","Team Finland Blue","Haley2","Cygnar","Trent Denison","1","0","0","Caster Kill","Fire Support","2015"
"698","5","Jeff Galea","Team Australia Gold","Vyros2","Retribution of Scyrah","Peter Gaublomme","1","5","8","Scenario","Close Quarters","2014"
"698","5","Peter Gaublomme","Belgium Heron Team","Feora2","Protectorate of Menoth","Jeff Galea","0","0","47","Scenario","Close Quarters","2014"
"698","6","Trent Denison","Team Australia Wombat","Skarre","Cryx","Jaakko Uusitupa","0","2","0","Caster Kill","Fire Support","2015"
"699","6","Aaron Thompson","Team Australia Wombat","Ravyn","Retribution of Scyrah","Mikko Heinola","0","0","16","Caster Kill","Fire Support","2015"
"699","5","Evan Ferris","Team Australia Gold","Durgen","Mercenaries","Tommy Geuns","1","0","43","Caster Kill","Close Quarters","2014"
"699","6","Mikko Heinola","Team Finland Blue","Madrak2","Trollblood","Aaron Thompson","1","0","41","Caster Kill","Fire Support","2015"
"699","5","Tommy Geuns","Belgium Heron Team","Haley2","Cygnar","Evan Ferris","0","0","5","Caster Kill","Close Quarters","2014"
"700","5","David Potts","Team Australia Gold","Xerxis","Skorne","Wout Maerschalck","1","2","58","Scenario","Close Quarters","2014"
"700","6","Joshua Bates","Team Australia Wombat","Haley2","Cygnar","Tatu Purhonen","1","0","44","Caster Kill","Fire Support","2015"
"700","6","Tatu Purhonen","Team Finland Blue","Butcher3","Khador","Joshua Bates","0","0","0","Caster Kill","Fire Support","2015"
"700","5","Wout Maerschalck","Belgium Heron Team","Butcher2","Khador","David Potts","0","0","14","Scenario","Close Quarters","2014"
"701","6","Aat Niehot","Team Netherlands Lions","Doomshaper2","Trollblood","Bozikas Dimitrios","1","0","22","Caster Kill","Fire Support","2015"
"701","6","Bozikas Dimitrios","Team Greece Epic","Asphyxious2","Cryx","Aat Niehot","0","1","4","Caster Kill","Fire Support","2015"
"701","5","Denis Korzun","Team Sweden Epic","Calandra","Trollblood","Enno May","0","0","21","Deathclock","Close Quarters","2014"
"701","5","Enno May","Team Germany Black","Lucant","Convergence of Cyriss","Denis Korzun","1","0","55","Deathclock","Close Quarters","2014"
"702","6","Georg Buscha","Team Netherlands Lions","Asphyxious3","Cryx","Ntemiris Panagiotis","0","0","35","Caster Kill","Fire Support","2015"
"702","5","Janos Sälzer","Team Germany Black","Asphyxious2","Cryx","Torbjörn Hansson","0","0","0","Caster Kill","Close Quarters","2014"
"702","6","Ntemiris Panagiotis","Team Greece Epic","Zaal","Skorne","Georg Buscha","1","0","34","Caster Kill","Fire Support","2015"
"702","5","Torbjörn Hansson","Team Sweden Epic","Lylyth2","Legion of Everblight","Janos Sälzer","1","0","13","Caster Kill","Close Quarters","2014"
"703","6","Anjo Brand","Team Netherlands Lions","Issyria","Retribution of Scyrah","Stathis Panagiotis","1","5","21","Scenario","Fire Support","2015"
"703","5","Christoffer Wedding","Team Sweden Epic","Krueger2","Circle Orboros","Robin Maukisch","1","5","64","Scenario","Close Quarters","2014"
"703","5","Robin Maukisch","Team Germany Black","Vayl2","Legion of Everblight","Christoffer Wedding","0","3","50","Scenario","Close Quarters","2014"
"703","6","Stathis Panagiotis","Team Greece Epic","Issyria","Retribution of Scyrah","Anjo Brand","0","0","12","Scenario","Fire Support","2015"
"704","5","Christian Metz","Team Germany Black","Vlad2","Khador","Stefan Benediktsson","0","2","21","Deathclock","Close Quarters","2014"
"704","6","Frederik Punt","Team Netherlands Lions","Goreshade3","Cryx","Kerazoglou Nikolaos","1","5","47","Scenario","Fire Support","2015"
"704","6","Kerazoglou Nikolaos","Team Greece Epic","Deneghra","Cryx","Frederik Punt","0","0","2","Scenario","Fire Support","2015"
"704","5","Stefan Benediktsson","Team Sweden Epic","Goreshade3","Cryx","Christian Metz","1","3","28","Deathclock","Close Quarters","2014"
"705","6","Kasdovassilis Dimitrios","Team Greece Epic","Calandra","Trollblood","Sietse Sommeling","0","0","14","Caster Kill","Fire Support","2015"
"705","5","Moritz Riegler","Team Germany Black","Harbinger","Protectorate of Menoth","Olov Winroth","1","5","54","Caster Kill","Close Quarters","2014"
"705","5","Olov Winroth","Team Sweden Epic","Sorscha2","Khador","Moritz Riegler","0","0","41","Caster Kill","Close Quarters","2014"
"705","6","Sietse Sommeling","Team Netherlands Lions","Skarre","Cryx","Kasdovassilis Dimitrios","1","0","66","Caster Kill","Fire Support","2015"
"706","6","Brian Marino","Team USA Stripes","Vayl2","Legion of Everblight","Phil Shaw","0","0","0","Caster Kill","Fire Support","2015"
"706","6","Endre Fodstad","Team Norway Blue","Syntherion","Convergence of Cyriss","Niek van Slagmaat","0","0","12","Caster Kill","Process of Elimination","2014"
"706","6","Niek van Slagmaat","Team Netherlands Blue","Butcher3","Khador","Endre Fodstad","1","0","64","Caster Kill","Process of Elimination","2014"
"706","6","Phil Shaw","Team England Roses","Haley2","Cygnar","Brian Marino","1","0","61","Caster Kill","Fire Support","2015"
"707","6","Adam Bell","Team England Roses","Severius2","Protectorate of Menoth","Jay Larsen","0","0","17","Scenario","Fire Support","2015"
"707","6","David Hendrikx","Team Netherlands Blue","Harbinger","Protectorate of Menoth","Torjus Eftestøl","1","0","31","Deathclock","Process of Elimination","2014"
"707","6","Jay Larsen","Team USA Stripes","Calandra","Trollblood","Adam Bell","1","5","55","Scenario","Fire Support","2015"
