"player","team","faction","is_theme","theme_name","leader","list"
"Pascal","Switzerland Cheese","Minions","1"," The Thornfall Alliance","Carver 1","Minion Army - 75 / 75 points\n[Theme] The Thornfall Alliance\n\n(Carver 1) Lord Carver, BMMD, Esq. III [+28]\n - Battle Boar [7]\n - Gun Boar [9]\n - Splatter Boar [8]\n - War Hog [15]\n - War Hog [15]\n - Targ [4]\nMaximus [4]\nFarrow Brigands (max) [15]\n - Farrow Brigand Warlord [4]\nFarrow Razorback Crew [0(5)]\nFarrow Razorback Crew [0(5)]\nFarrow Slaughterhousers [11]\nFarrow Slaughterhousers [11]\n"
"Pascal","Switzerland Cheese","Minions","1"," The Thornfall Alliance","Sturm 1 & Drang 1","Minion Army - 75 / 75 points\n[Theme] The Thornfall Alliance\n\n(Sturm 1 & Drang 1) Sturm & Drang [+28]\n - Battle Boar [7]\n - Battle Boar [7]\n - Razor Boar (2) [7]\n - War Hog [15]\n - War Hog [15]\nAlten Ashley [6]\nSaxon Orrik [4]\nSwamp Gobber Chef [1]\nFarrow Brigands (max) [15]\n - Farrow Brigand Warlord [4]\nFarrow Razorback Crew [0(5)]\nFarrow Razorback Crew [0(5)]\nFarrow Slaughterhousers [11]\nFarrow Slaughterhousers [11]\n"
"Marc Trautmann","Switzerland Chocolate","Retribution of Scyrah","1"," Forges of War","Helynna 1","Retribution Army - 75 / 75 points\n[Theme] Forges of War\n\n(Helynna 1) Magister Helynna [+30]\n - Chimera [8]\n - Griffon [8]\n - Hydra [15]\n - Hyperion [36]\n - Manticore [14]\n - Manticore [14]\n - Sylys Wyshnalyrr, The Seeker [0(4)]\nArcanist Mechanik [0(2)]\nArcanist Mechanik [2]\nHouse Shyeel Artificer [0(5)]\nHouse Shyeel Arcanists [7]\n - Soulless Escort (1) [1]\n"
"Marc Trautmann","Switzerland Chocolate","Retribution of Scyrah","1"," Shadows of the Retribution","Elara 2","Retribution Army - 75 / 75 points\n[Theme] Shadows of the Retribution\n\n(Elara 2) Elara, Death's Shadow [+28]\n - Banshee [18]\n - Chimera [8]\n - Griffon [8]\n - Hydra [15]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nEiryss, Mage Hunter of Ios [0(7)]\nMage Hunter Assassin [4]\nMage Hunter Assassin [4]\nNarn, Mage Hunter of Ios [0(6)]\nMage Hunter Infiltrators (max) [13]\nMage Hunter Strike Force (max) [16]\n - Mage Hunter Strike Force Commander [4]\nSpears of Scyrah [9]\n"
"Giacomo Mäder","Switzerland Chocolate","Cygnar","1"," Heavy Metal","Haley 2","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Haley 2) Major Victoria Haley [+25]\n - Firefly [8]\n - Stormwall [39]\n - Thorn [13]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Cyclone [13]\nStorm Strider [18]\n"
"Giacomo Mäder","Switzerland Chocolate","Cygnar","1"," Heavy Metal","Nemo 3","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Nemo 3) Artificer General Nemo [+25]\n - Dynamo [18]\n - Firefly [8]\n - Ironclad [12]\n - Lancer [10]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Firefly [8]\nLieutenant Allison Jakes [0(4)]\n - Firefly [8]\nStorm Strider [18]\nStorm Strider [18]\n"
"Lorenz Gredig","Switzerland Chocolate","Cryx","1"," Dark Host","Coven 1","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Coven 1) The Witch Coven of Garlghast [+26]\n - Deathripper [6]\n - Deathripper [6]\n - Desecrator [14]\nBane Lord Tartarus [0(6)]\nDarragh Wrathe [9]\nNecrotech [2]\nBane Knights (min) [9]\nBane Riders (max) [20]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nWraith Engine [15]\n"
"Lorenz Gredig","Switzerland Chocolate","Cryx","1"," The Ghost Fleet","Terminus 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Terminus 1) Lich Lord Terminus [+26]\n - Deathripper [6]\n - Nightwretch [7]\n - Seether [13]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (min) [11]\nRevenant Cannon Crew [4]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nWraith Engine [15]\n"
"Michael Ilegems","Switzerland Chocolate","Protectorate of Menoth","1"," The Creator's Might","Amon 1","Protectorate Army - 75 / 75 points\n[Theme] The Creator's Might\n\n(Amon 1) High Allegiant Amon Ad-Raza [+29]\n - Castigator [12]\n - Crusader [10]\n - Crusader [10]\n - Dervish [7]\n - Devout [9]\n - Reckoner [16]\n - Templar [15]\n - Vigilant [9]\n - Hierophant [0(3)]\nVassal of Menoth [0(3)]\nVassal of Menoth [0(3)]\nWrack [1]\nChoir of Menoth (max) [6]\nVisgoth Juviah Rhoven & Honor Guard [9]\n"
"Michael Ilegems","Switzerland Chocolate","Protectorate of Menoth","0",,"Vindictus 1","Protectorate Army - 75 / 75 points\n\n(Vindictus 1) Vice Scrutator Vindictus [+29]\n - Reckoner [16]\n - Sanctifier [14]\n - Hierophant [3]\nAllegiant of the Order of the Fist [3]\nHigh Paladin Dartan Vilmon [6]\nPaladin of the Order of the Wall [4]\nPaladin of the Order of the Wall [4]\nReclaimer Gatekeeper [3]\nThe Covenant of Menoth [4]\nWrack [1]\nWrack [1]\nChoir of Menoth (min) [4]\nDaughters of the Flame [10]\nHoly Zealots (max) [13]\nKnights Exemplar [9]\nKnights Exemplar [9]\n"
"Christophe Smit","Switzerland Chocolate","Cygnar","1"," Heavy Metal","Stryker 1","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Stryker 1) Commander Coleman Stryker [+30]\n - Hurricane [39]\n - Stormwall [39]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Charger [9]\n - Charger [9]\n"
"Christophe Smit","Switzerland Chocolate","Cygnar","1"," Heavy Metal","Sloan 1","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n!!! Your army contains pre-release entries.\n\n(Sloan 1) Captain Kara Sloan [+28]\n - Hunter [10]\n - Hunter [10]\n - Hunter [10]\n - Minuteman [9]\n - Stormwall [39]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Cyclone [13]\nField Mechaniks (min) [3]\n"
"Casper Jellema","The Netherlands Winmill","Circle Orboros","0",,"Wurmwood 1","Circle Army - 75 / 75 points\n\n(Wurmwood 1) Wurmwood, Tree of Fate [+27]\n - Feral Warpwolf [18]\n - Pureblood Warpwolf [17]\n - Pureblood Warpwolf [17]\n - Woldwyrd [9]\n - Woldwyrd [9]\nSwamp Gobber Chef [1]\nSentry Stone & Mannikins [5]\nSentry Stone & Mannikins [5]\nShifting Stones [3]\nShifting Stones [3]\nWolves of Orboros (max) [11]\n - Wolves of Orboros Chieftain & Standard [4]\n"
"Casper Jellema","The Netherlands Winmill","Circle Orboros","0",,"Una 2","Circle Army - 75 / 75 points\n\n(Una 2) Una the Skyhunter [+29]\n - Gorax Rager [7]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Woldwyrd [9]\n - Woldwyrd [9]\nSwamp Gobber Chef [1]\nSwamp Gobber Chef [1]\nSentry Stone & Mannikins [5]\nSentry Stone & Mannikins [5]\nShifting Stones [3]\n"
"Paul de Geus","The Netherlands Winmill","Protectorate of Menoth","1"," Exemplar Interdiction","Vindictus 1","Protectorate Army - 75 / 75 points\n[Theme] Exemplar Interdiction\n\n(Vindictus 1) Vice Scrutator Vindictus [+29]\n - Reckoner [16]\n - Reckoner [16]\nHigh Exemplar Gravus [9]\nKnights Exemplar Seneschal [0(5)]\nWrack [1]\nChoir of Menoth (min) [4]\nExemplar Vengers (max) [20]\nExemplar Vengers (max) [20]\nKnights Exemplar [9]\n - Knights Exemplar Officer [0(5)]\nKnights Exemplar [9]\n - Knights Exemplar Officer [0(5)]\n"
"Paul de Geus","The Netherlands Winmill","Protectorate of Menoth","1"," The Creator's Might","Reznik 2","Protectorate Army - 75 / 75 points\n[Theme] The Creator's Might\n\n(Reznik 2) Servath Reznik, Wrath of Ages [+29]\n - Reckoner [16]\n - Reckoner [16]\n - Scourge of Heresy [16]\n - Templar [15]\n - Hierophant [0(3)]\nInitiate Tristan Durant [0(4)]\n - Redeemer [11]\n - Redeemer [11]\nThe Covenant of Menoth [0(4)]\nVassal Mechanik [1]\nVassal Mechanik [1]\nChoir of Menoth (min) [4]\nChoir of Menoth (min) [4]\nVisgoth Juviah Rhoven & Honor Guard [9]\n"
"Sietse Sommeling","The Netherlands Winmill","Retribution of Scyrah","1"," Forges of War","Vyros 2","Retribution Army - 74 / 75 points\n[Theme] Forges of War\n\n(Vyros 2) Vyros, Incissar of the Dawnguard [+27]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Hyperion [36]\n - Imperatus [22]\n - Sylys Wyshnalyrr, The Seeker [0(4)]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nHouse Shyeel Artificer [0(5)]\nHouse Shyeel Artificer [0(5)]\nHouse Shyeel Arcanists [7]\n"
"Sietse Sommeling","The Netherlands Winmill","Retribution of Scyrah","1"," Shadows of the Retribution","Issyria 1","Retribution Army - 75 / 75 points\n[Theme] Shadows of the Retribution\n\n(Issyria 1) Issyria, Sibyl of Dawn [+29]\n - Hemera [16]\n - Hyperion [36]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nEiryss, Mage Hunter of Ios [0(7)]\nMage Hunter Assassin [4]\nMage Hunter Assassin [4]\nNarn, Mage Hunter of Ios [0(6)]\nMage Hunter Strike Force (max) [16]\n - Mage Hunter Strike Force Commander [4]\nMage Hunter Strike Force (max) [16]\n - Mage Hunter Strike Force Commander [4]\n"
"Tom Starren","The Netherlands Winmill","Khador","1"," Winter Guard Kommand","Sorscha 1","Khador Army - 75 / 75 points\n[Theme] Winter Guard Kommand\n\n(Sorscha 1) Kommander Sorscha [+29]\n - Conquest [37]\nKovnik Jozef Grigorovich [4]\nWidowmaker Marksman [4]\nWinter Guard Field Gun Crew [0(4)]\nWinter Guard Field Gun Crew [0(4)]\nWinter Guard Infantry (max) [10]\n - Winter Guard Infantry Officer & Standard [0(4)]\n - Winter Guard Rocketeer (2) [4]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Gun Carriage [17]\n"
"Tom Starren","The Netherlands Winmill","Khador","1"," Jaws of the Wolf","Karchev 1","Khador Army - 75 / 75 points\n[Theme] Jaws of the Wolf\n\n(Karchev 1) Karchev the Terrible [+30]\n - Juggernaut [12]\n - Kodiak [13]\n - Kodiak [13]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\n - War Dog [0(3)]\nGreylord Forge Seer [0(4)]\n - Destroyer [14]\nGreylord Forge Seer [0(4)]\nWidowmaker Marksman [0(4)]\nBattle Mechaniks (min) [3]\n"
"William Bekkema","The Netherlands Winmill","Cygnar","1"," Heavy Metal","Haley 2","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Haley 2) Major Victoria Haley [+25]\n - Minuteman [9]\n - Stormwall [39]\n - Thorn [13]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Firefly [8]\nLieutenant Allison Jakes [0(4)]\n - Cyclone [13]\nStorm Strider [18]\n"
"William Bekkema","The Netherlands Winmill","Cygnar","1"," Storm Division","Stryker 2","Cygnar Army - 74 / 75 points\n[Theme] Storm Division\n\n(Stryker 2) Lord Commander Stryker [+28]\n - Lancer [10]\n - Stormclad [18]\n - Squire [0(5)]\nJourneyman Warcaster [4]\n - Firefly [8]\nMajor Katherine Laddermore [8]\nStormblade Captain [0(5)]\nStorm Lances (max) [20]\nStorm Lances (max) [20]\nStormblade Infantry [10]\n - Stormblade Infantry Officer & Standard [0(5)]\n - Stormblade Infantry Storm Gunner (2) [4]\n"
"Dave den Ouden","The Netherlands Deathclog","Khador","1"," Jaws of the Wolf","Vladimir 1","Khador Army - 75 / 75 points\n[Theme] Jaws of the Wolf\n\n(Vladimir 1) Vladimir Tzepesci, The Dark Prince [+28]\n - Conquest [37]\n - Devastator [14]\n - Marauder [10]\n - Marauder [10]\nGreylord Forge Seer [0(4)]\nGreylord Forge Seer [0(4)]\nBattle Mechaniks (min) [3]\nKayazy Assassins (max) [15]\n - Kayazy Assassin Underboss [4]\nKayazy Eliminators [5]\nKayazy Eliminators [5]\n"
"Dave den Ouden","The Netherlands Deathclog","Khador","1"," Jaws of the Wolf","Strakhov 1","Khador Army - 75 / 75 points\n[Theme] Jaws of the Wolf\n\n(Strakhov 1) Kommander Oleg Strakhov [+28]\n - Behemoth [25]\n - Grolar [18]\n - Marauder [10]\n - Torch [18]\nGreylord Forge Seer [0(4)]\n - Destroyer [14]\nGreylord Forge Seer [0(4)]\nWidowmaker Marksman [0(4)]\nKayazy Eliminators [5]\nKayazy Eliminators [5]\nWidowmaker Scouts [8]\n"
"Mark Whitenstall (Georg Busha)","The Netherlands Deathclog","Retribution of Scyrah","1"," Defenders of Ios","Kaelyssa 1","Retribution Army - 75 / 75 points\n[Theme] Defenders of Ios\n\n(Kaelyssa 1) Kaelyssa, the Night's Whisper [+29]\n - Helios [34]\n - Fane Knight Guardian [0(4)]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nFane Knight Skeryth Issyen [0(8)]\nGhost Sniper [3]\nHouseguard Thane [0(4)]\nLys Healer [3]\nHeavy Rifle Team [4]\nHeavy Rifle Team [4]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\nStormfall Archers [9]\nStormfall Archers [9]\nArcantrik Force Generator [17]\n"
"Mark Whitenstall (Georg Busha)","The Netherlands Deathclog","Retribution of Scyrah","0",,"Helynna 1","Retribution Army - 75 / 75 points\n\n(Helynna 1) Magister Helynna [+30]\n - Imperatus [22]\n - Sphinx [13]\n - Sphinx [13]\n - Sylys Wyshnalyrr, The Seeker [4]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nLys Healer [3]\nDawnguard Sentinels (max) [18]\n - Dawnguard Sentinel Officer & Standard [4]\nDawnguard Sentinels (max) [18]\n - Dawnguard Sentinel Officer & Standard [4]\n"
"Harm Kleijnen","The Netherlands Deathclog","Cryx","1"," Dark Host","Goreshade 3","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Goreshade 3) Goreshade, Lord of Ruin [+27]\n - Kraken [36]\nBane Lord Tartarus [0(6)]\nDarragh Wrathe [9]\nBane Riders (min) [12]\nBane Riders (max) [20]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nWraith Engine [15]\n"
"Harm Kleijnen","The Netherlands Deathclog","Cryx","1"," Infernal Machines","Skarre 1","Cryx Army - 75 / 75 points\n[Theme] Infernal Machines\n\n(Skarre 1) Pirate Queen Skarre [+28]\n - Deathripper [6]\n - Inflictor [13]\n - Inflictor [13]\n - The Withershadow Combine [9]\nAiakos, Scourge of the Meredius [4]\n - Stalker [8]\nScrap Thrall [2]\nWarwitch Siren [0(4)]\nSoulhunters (max) [18]\nWraith Engine [15]\nWraith Engine [15]\n"
"Michael Boom","The Netherlands Deathclog","Protectorate of Menoth","1"," The Creator's Might","Amon 1","Protectorate Army - 75 / 75 points\n[Theme] The Creator's Might\n\n(Amon 1) High Allegiant Amon Ad-Raza [+29]\n - Crusader [10]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Devout [9]\n - Devout [9]\n - Templar [15]\n - Templar [15]\n - Vigilant [9]\nThe Covenant of Menoth [0(4)]\nVassal Mechanik [1]\nVassal of Menoth [0(3)]\nVassal of Menoth [0(3)]\nChoir of Menoth (min) [4]\nChoir of Menoth (min) [4]\n"
"Michael Boom","The Netherlands Deathclog","Protectorate of Menoth","1"," Exemplar Interdiction","Vindictus 1","Protectorate Army - 75 / 75 points\n[Theme] Exemplar Interdiction\n\n(Vindictus 1) Vice Scrutator Vindictus [+29]\n - Devout [9]\n - Templar [15]\n - Vigilant [9]\nHigh Exemplar Gravus [9]\nKnights Exemplar Seneschal [0(5)]\nChoir of Menoth (min) [4]\nExemplar Vengers (max) [20]\nExemplar Vengers (max) [20]\nKnights Exemplar [9]\n - Knights Exemplar Officer [0(5)]\nKnights Exemplar [9]\n - Knights Exemplar Officer [0(5)]\n"
"Danny de Kooter","The Netherlands Deathclog","Cygnar","1"," Heavy Metal","Brisbane 1","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n!!! Your army contains a pre-release entry.\n\n(Brisbane 1) Major Markus ""Siege"" Brisbane [+28]\n - Charger [9]\n - Charger [9]\n - Stormwall [39]\n - Triumph [18]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Defender [16]\nField Mechaniks (min) [3]\n"
"Danny de Kooter","The Netherlands Deathclog","Cygnar","1"," Heavy Metal","Caine 3","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Caine 3) Caine's Hellslingers [+20]\n - Charger [9]\n - Charger [9]\n - Charger [9]\n - Charger [9]\n - Charger [9]\n - Defender [16]\n - Squire [0(5)]\nArchduke Alain Runewood, Lord of Fharin [0(4)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [4]\n - Centurion [17]\nSword Knights (max) [13]\n"
"Brian Marino","USA Blue","Legion of Everblight","1"," Oracles of Annihilation","Saeryn 2 & Rhyas 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Saeryn 2 & Rhyas 2) Saeryn & Rhyas, Talons of Everblight [+24]\n - Naga Nightlurker [8]\n - Raek [8]\n - Seraph [14]\n - Zuriel [18]\nBlighted Nyss Sorceress & Hellion [0(6)]\nBlighted Nyss Sorceress & Hellion [0(6)]\nSpell Martyr [1]\nBlackfrost Shard [9]\nBlighted Nyss Hex Hunters (min) [9]\n - Bayal, Hound of Everblight [0(6)]\nThrone of Everblight [16]\nThrone of Everblight [16]\n"
"Brian Marino","USA Blue","Legion of Everblight","1"," Oracles of Annihilation","Fyanna 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Fyanna 2) Fyanna, Torment of Everblight [+28]\n - Angelius [17]\n - Angelius [17]\n - Naga Nightlurker [8]\n - Nephilim Bloodseer [8]\n - Neraph [12]\n - Neraph [12]\n - Neraph [12]\n - Seraph [14]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Sorceress & Hellion [0(6)]\nBlighted Nyss Sorceress & Hellion [0(6)]\nSpell Martyr [1]\nThe Forsaken [0(4)]\nThe Forsaken [0(4)]\n"
"Dan Yount","USA Blue","Circle Orboros","0",,"Mohsar 1","Circle Army - 75 / 75 points\n\n(Mohsar 1) Mohsar the Desertwalker [+27]\n - Pureblood Warpwolf [17]\n - Pureblood Warpwolf [17]\n - Wild Argus [7]\n - Woldwyrd [9]\n - Woldwyrd [9]\nSwamp Gobber Chef [1]\nTharn Bloodweavers [8]\nWolves of Orboros (max) [11]\n - Wolves of Orboros Chieftain & Standard [4]\nCelestial Fulcrum [19]\n"
"Dan Yount","USA Blue","Circle Orboros","0",,"Wurmwood 1","Circle Army - 75 / 75 points\n\n(Wurmwood 1) Wurmwood, Tree of Fate [+27]\n - Feral Warpwolf [18]\n - Pureblood Warpwolf [17]\n - Warpwolf Stalker [19]\n - Woldwyrd [9]\n - Woldwyrd [9]\nSentry Stone & Mannikins [5]\nSentry Stone & Mannikins [5]\nShifting Stones [3]\nSwamp Gobbers Bellows Crew [2]\nWolves of Orboros (max) [11]\n - Wolves of Orboros Chieftain & Standard [4]\n"
"Michael Ireland","USA Blue","Retribution of Scyrah","1"," Defenders of Ios","Elara 2","Retribution Army - 75 / 75 points\n[Theme] Defenders of Ios\n\n(Elara 2) Elara, Death's Shadow [+28]\n - Banshee [18]\n - Phoenix [18]\nHouseguard Thane [0(4)]\nHouseguard Thane [0(4)]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [0(4)]\n - Soulless Escort (1) [1]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\n - Soulless Escort (1) [1]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\n - Soulless Escort (1) [1]\nArcantrik Force Generator [17]\n"
"Michael Ireland","USA Blue","Retribution of Scyrah","1"," Forges of War","Vyros 2","Retribution Army - 75 / 75 points\n[Theme] Forges of War\n\n(Vyros 2) Vyros, Incissar of the Dawnguard [+27]\n - Aspis [6]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Helios [34]\n - Imperatus [22]\nArcanist Mechanik [0(2)]\nArcanist Mechanik [0(2)]\nHouse Shyeel Artificer [0(5)]\nHouse Shyeel Arcanists [7]\n - Soulless Escort (1) [1]\n"
"Trevor Attridge","USA Blue","Cygnar","1"," Heavy Metal","Haley 2","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Haley 2) Major Victoria Haley [+25]\n - Stormclad [18]\n - Stormwall [39]\n - Thorn [13]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Firefly [8]\nLieutenant Allison Jakes [4]\n - Stormclad [18]\n"
"Trevor Attridge","USA Blue","Cygnar","1"," Heavy Metal","Caine 3","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n!!! Your army contains pre-release entries.\n\n(Caine 3) Caine's Hellslingers [+20]\n - Ace [12]\n - Charger [9]\n - Charger [9]\n - Charger [9]\n - Charger [9]\n - Charger [9]\n - Charger [9]\n - Charger [9]\n - Hunter [10]\n - Hunter [10]\n - Squire [0(5)]\nArchduke Alain Runewood, Lord of Fharin [0(4)]\nCaptain Arlan Strangewayes [0(4)]\n"
"Alex Kosma","USA Red","Khador","0",,"Sorscha 1","Khador Army - 75 / 75 points\n\n(Sorscha 1) Kommander Sorscha [+29]\n - Behemoth [25]\n - Marauder [10]\n - Reinholdt, Gobber Speculator [4]\nAlexia, Mistress of the Witchfire [7]\nAlten Ashley [6]\nEiryss, Angel of Retribution [6]\nKell Bailoch [5]\nWidowmaker Marksman [4]\nLady Aiyana & Master Holt [8]\n - Koldun Kapitan Valachev [4]\nWidowmaker Scouts [8]\nWinter Guard Gun Carriage [17]\n"
"Alex Kosma","USA Red","Khador","1"," Winter Guard Kommand","Butcher 3","Khador Army - 75 / 75 points\n[Theme] Winter Guard Kommand\n\n(Butcher 3) Kommander Zoktavir, The Butcher Unleashed [+22]\n - Devastator [14]\n - Devastator [14]\n - Kodiak [13]\n - Kodiak [13]\n - Ruin [17]\nKovnik Jozef Grigorovich [4]\nBattle Mechaniks (min) [3]\nWinter Guard Field Gun Crew [4]\nWinter Guard Field Gun Crew [4]\nWinter Guard Infantry (min) [6]\nWinter Guard Mortar Crew [0(5)]\nWinter Guard Mortar Crew [5]\n"
"Brandon Sherley","USA Red","Khador","1"," Jaws of the Wolf","Vladimir 1","Khador Army - 74 / 75 points\n[Theme] Jaws of the Wolf\n\n(Vladimir 1) Vladimir Tzepesci, The Dark Prince [+28]\n - Juggernaut [12]\n - Juggernaut [12]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\nGreylord Forge Seer [0(4)]\n - Behemoth [25]\nGreylord Forge Seer [0(4)]\nBattle Mechaniks (min) [3]\n - Battle Mechanik Officer [0(3)]\n"
